DATAFLOW,FREQ: Frequency,GEO: Geographical Region,AGE: Age Group,SEX: Sex,TIME_PERIOD: Time Period,OBS_VALUE,CONF_STATUS: Confidentiality Status,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2019,23023,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2020,22712,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2021,22241,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2022,22514,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y0T4: 0 - 4 years,T: Total,2023,22423,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2018,11608,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2019,11913,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2020,12004,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2021,12037,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2022,12162,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,M: Males,2023,12347,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2018,19841,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2019,20456,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2020,19557,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2021,19030,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2022,19862,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2023,20828,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2018,14110,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2019,14016,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2020,13951,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2021,14196,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2022,14536,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2023,14753,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2018,1550,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2019,1621,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2020,1687,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2021,1802,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2022,1924,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2023,2077,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2018,21720,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2019,21743,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2020,20673,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2021,20530,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2022,20785,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T19: 15 - 19 years,T: Total,2023,20973,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2018,15911,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2019,16736,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2020,15792,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2021,15088,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2022,15812,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y20T24: 20 - 24 years,M: Males,2023,16522,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2018,15995,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2019,16924,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2020,17229,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2021,17469,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2022,18462,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,F: Females,2023,19282,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2018,13644,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2019,14509,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2020,14996,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2021,15486,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2022,16172,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,F: Females,2023,16871,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2018,1916,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2019,2044,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2020,2186,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2021,2346,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2022,2498,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y85T89: 85 - 89 years,M: Males,2023,2627,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2018,1537,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2019,1615,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2020,1650,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2021,1552,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2022,1600,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,T: Total,2023,1618,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2018,2440,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2019,2745,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2020,2878,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2021,2922,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2022,3058,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y30T34: 30 - 34 years,T: Total,2023,3216,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2018,2306,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2019,2578,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2020,2739,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2021,2904,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2022,3019,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,T: Total,2023,3203,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2018,1173,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2019,1290,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2020,1362,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2021,1421,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2022,1532,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y40T44: 40 - 44 years,M: Males,2023,1610,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2018,1290,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2019,1357,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2020,1423,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2021,1463,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2022,1444,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,F: Females,2023,1418,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2018,4253,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2019,4386,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2020,4433,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2021,4542,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2022,4709,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE65: 65 years and over,F: Females,2023,4854,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2018,28,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2019,33,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2020,37,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2021,40,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2022,50,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y95T99: 95 - 99 years,F: Females,2023,44,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2018,252181,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2019,266559,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2020,267614,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2021,270469,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2022,284821,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,_T: Total,M: Males,2023,298746,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2018,15416,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2019,15678,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2020,15734,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2021,15732,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2022,15725,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,M: Males,2023,15622,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2018,15187,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2019,15471,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2020,15617,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2021,15481,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2022,15425,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y60T64: 60 - 64 years,F: Females,2023,15151,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2018,90466,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2019,93160,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2020,95266,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2021,97859,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2022,100750,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y_GE65: 65 years and over,T: Total,2023,103406,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2018,27667,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2019,27848,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2020,28088,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2021,27715,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2022,27262,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y70T74: 70 - 74 years,T: Total,2023,26736,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2018,21156,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2019,23420,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2020,23908,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2021,24630,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2022,26810,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2023,29238,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2018,15863,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2019,17429,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2020,18220,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2021,18893,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2022,20116,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y45T49: 45 - 49 years,M: Males,2023,21307,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2018,28250,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2019,28734,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2020,28929,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2021,29727,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2022,31153,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y50T54: 50 - 54 years,T: Total,2023,32257,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2018,176345,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2019,188545,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2020,188502,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2021,190048,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2022,202442,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,M: Males,2023,214812,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2018,17066,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2019,17943,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2020,16983,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2021,16240,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2022,17029,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,M: Males,2023,17704,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2018,716,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2019,720,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2020,741,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2021,797,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2022,821,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2023,870,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2018,463,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2019,502,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2020,534,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2021,576,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2022,596,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y95T99: 95 - 99 years,T: Total,2023,600,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2018,233928,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2019,247032,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2020,247811,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2021,250063,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2022,263754,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,M: Males,2023,277258,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2018,14123,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2019,14313,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2020,14350,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2021,14276,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2022,14238,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,M: Males,2023,14131,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2018,12878,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2019,12766,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2020,12712,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2021,12884,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2022,13228,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y65T69: 65 - 69 years,M: Males,2023,13407,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2018,10342,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2019,10649,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2020,10575,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2021,10238,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2022,9833,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,T: Total,2023,10245,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2018,2033,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2019,2098,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2020,2178,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2021,2346,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2022,2490,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y90T94: 90 - 94 years,T: Total,2023,2664,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y25T29: 25 - 29 years,F: Females,2018,1226,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y25T29: 25 - 29 years,F: Females,2019,1249,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y25T29: 25 - 29 years,F: Females,2020,1228,,,
